item,Distribuidor,Producto,Fabricante,composicion_por,Forma Farmacéutica,Procedencia,Liberación,Composición,Vías de Administración,Presentación,codigo_atc,descripcion_clasificacion,grupo_atc_3,grupo_atc_4
DE3741,PHARMARIS PERU S.A.C.,HIERRO AMINOÁCIDOS MULTIVITAMINAS SABOR CHOCOLATE .,WEST-COAST PHARMACEUTICAL WORKS,DOSIS 5.00 mL,JARABE,INDIA,INMEDIATA,POR DOSIS 5.00 mL - EXTRACTO DE PANAX PSEUDOGINSENG (GINSENG SIBERIANO) 20.000000 mg SULFATO DE COBRE PENTAHIDRATADO 0.982000 mg SULFATO DE MANGANESO MONOHIDRATO 0.769000 mg GLICEROFOSFATO DE CALCIO 10.000000 mg SELENITO DE SODIO 0.043500 mg IODURO DE POTASIO 0.052000 mg TARTRATO DE CARNITINA 10.000000 mg COENZIMA Q10 2.000000 mg L-LISINA 40.000000 mg MIEL DE ABEJA 100.000000 mg VITAMINA D3 7.500000 MCG VITAMINA B2 1.000000 mg VITAMINA C 10.000000 mg VITAMINA B1 4.000000 mg VITAMINA B3 8.000000 mg VITAMINA B6 2.000000 mg ACIDO FOLICO 150.000000 MCG VITAMINA B12 5.000000 MCG VITAMINA B5 2.000000 mg FUMARATO FERROSO 21.295000 mg ACETATO DE ZINC ANHIDRO 14.029500 mg,ORAL,"Caja de carton conteniendo frasco PET color ambar x 5, 10, 15, 30, 60, 90, 120, 150 y 200 ml .",A11AA01,Multivitamínicos con hierro,A11,A11A
DE3743,DROGUERIA LIPHARMA S.A.C,ADIOS ARTRIT DUO .,IND-SWIFT LIMITED,SOBRE,GRANULOS PARA SOLUCION ORAL,INDIA,INMEDIATA,"SULFATO DE GLUCOSAMINA 1,500.000000 mg CONDROITINA SULFATO DE SODIO 1,200.000000 mg",ORAL,"Caja de cartón con 10, 15, 20, 30, 45, 50, 60, 70, 80, 90, 100, 150, 200 y 250 sobres de polietileno tereftalato/aluminio/polietileno plateado x 4.77 g cada uno.",M01AX05,Glucosamina,M01,M01A
DE3744,BARSAND INTERNATIONAL S.A.C.,WHEY PROTEIN SABOR NEUTRO ..,"GLOBAL HEALTH PRODUCTS, INC",DOSIS 6.60 g,POLVO PARA SUSPENSION ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 6.60 g - CONCENTRADO DE PROTEINA DE SUERO DE LECHE 6.250000 g,ORAL,Tarro de polietileno de alta densidad/aluminio/papel por 275g y sobre de polietileno de alta densidad/aluminio/papel por 6.6g,V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
DE3745,PHARMARIS PERU S.A.C.,"INMUNO TOTAL ,",C. HEDENKAMP GMBH & CO.KG,TABLETA,TABLETA EFERVESCENTE,ALEMANIA,INMEDIATA,"ACIDO L-ASCORBICO 1,000.000000 mg CITRATO DE ZINC TRIHIDRATO 31.496000 mg COLECALCIFEROL 10.000000 MCG",ORAL,"Tubo de PP blanco x 5, 10, 15 y 20 tabletas efervescentes con tapón de PE blanco.. Caja de cartón o cartulina x 5, 10, 20, 30 sobres de PEBD/ Aluminio/papel x 1 tableta efervescente. Caja dispensadora de cartón o cartulina x 45, 60, 90 y 120 sobres de PEBD/ Aluminio/papel x 1 tableta efervescente.Caja de cartón o cartulina por 2 y 3 tubos de PP blanco por 20 tabletas efervescentes, con tapón de PE blanco.",A16AX,Productos varios para el tracto alimentario y el metabolismo,A16,A16A
DE3747,DROGUERIA ROSSINI S.A.C.,ELASTIFLEX ULTRA COMPLEX - SABOR VAINILLA .,INSTANT PROCES S.L.,DOSIS 15.00 g,POLVO PARA SOLUCION ORAL,ESPAÑA,INMEDIATA,"POR DOSIS 15.00 g - COLAGENO HIDROLIZADO BOVINO TIPO II 10.000000 g GLUCOSAMINA SULFATO CLORURO POTASICO 1.500000 mg CONDROITINA SULFATO DE SODIO 1,200.000000 mg METILSULFONIL METANO 1,000.000000 mg HIALURONATO DE SODIO 0.026300 g ASCORBATO DE SODIO 0.102000 g CARBONATO DE MAGNESIO 0.623000 g",ORAL,"Pote de PET blanco x 450 g, con tapa rosca de PP blanco incluye cuchara dosificadora de PP incoloro. Cajja de carton duplex con 30 sobres de papel/aluminio/polietileno y/o poliester/aluminio/polietileno por 15 g cada sobre. Pote de carton/aluminio/PEBD por 450g con tapa de PP negro, inlcuye cuchara dosificadora de PP iincoloro",M01AX25,Condroitinsulfato,M01,M01A
DE3748,MASS NUTRITION S.A.C.,ULTRA WHEY PRO CHOCOLATE ICE CREAM .,UNIVERSAL NUTRITION INC,DOSIS 34.00 g,POLVO PARA SOLUCION ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 34.00 g - CONCENTRADO DE PROTEINAS DE SUERO 3,007.300000 mg PROTEINA AISLADA DE SUERO 17.000000 mg PEPTIDOS DE SUERO DE LECHE 170.000000 mg",ORAL,"Frasco de Polietileno de Alta Densidad blanco o negro: 907.185 g, 2267.96 g, 4535.92 g, 2 Lb, 5 Lb, 10 Lb. Cuchara de polipropileno: transparente Frasco de Polietileno tereftalato negro o blanco: 907.185 g, 2267.96 g, 4535.92 g, 2 Lb, 5 Lb, 10 Lb. Cuchara de polipropileno: transparente Bolsa de Polietileno de Alta Densidad/ Aluminio/ Polipropileno negro o blanco: 34g, 907.185 g, 2267.96 g, 4535.92 g, 2 Lb, 5 Lb, 10 Lb. Cuchara de polipropileno: transparente",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3749,MEGA LIFESCIENCES PTY PERU S.A.C.,PRODEFENZ .,MEGA LIFESCIENCES (AUSTRALIA) PTY.LTD.,GRAMO,POLVO PARA SOLUCION ORAL,AUSTRALIA,INMEDIATA,BIFIDOBACTERIUM LACTIS 4.000000 mg LACTOBACILLUS ACIDOPHILUS 5.000000 mg,ORAL,"Caja de cartón x 2, 4, 6, 8, 10, 14, 15, 20, 30, 40, 50, 60 sobres de aluminio conteniendo 3g cada sobre. Caja dispensadora x 10, 14, 15, 20, 30, 40, 50, 60, 80, 100, 150, 200sobres de aluminio conteniendo 3g cada sobre.",V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
DE3750,SHERFARMA S.A.C.,ENZYGESTIVO .,SD BIOCARE,TABLETA,TABLETA RECUBIERTA,INDIA,INMEDIATA,PANCREATINA 100.000000 mg PAPAINA 60.000000 mg BROMELINA 45.000000 mg TRIPSINA 24.000000 mg QUIMOTRIPSINA 1.000000 mg RUTINA 50.000000 mg,ORAL,"Caja de cartón por 2, 4, 5, 7, 10, 14, 20, 21, 28, 30, 40, 50, 60, 70, 80, 90, 100, 150, 200, 300, 400 y 500 tabletas recubiertas en envase blíster de PVC incoloro y Aluminio y/o en envase blíster de PVC/aluminio/poliamida orientada y aluminio plateado.",A09AA02,"Multienzimas (lipasa, proteasa, etc.)",A09,A09A
DE3751,TERBOL PERU SOCIEDAD ANONIMA CERRADA,ISOTON-C® CALCICO .,"JIANGSU HANDIAN BIOTECHNOLOGY CO., LTD.",TABLETA,TABLETA EFERVESCENTE,CHINA,INMEDIATA,CARBONATO DE CALCIO 625.000000 mg ACIDO ASCORBICO 101.000000 mg OXIDO DE MAGNESIO 166.800000 mg,ORAL,caja de cartulina x 14 tabletas efervescentes en sobre multicapas de polipropileno biaxialmente orientado/aluminio/polietileno (BOOP/AL/PE) de color interno plateado y externo con impresión de color blanco y verde,A11AA02,Multivitamínicos con calcio,A11,A11A
DE3752,BARSAND INTERNATIONAL S.A.C.,PROTEIN PLUS SABOR LIMON .,"GLOBAL HEALTH PRODUCTS, INC",DOSIS 30.00 mL,SOLUCION ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 30.00 mL - COLAGENO HIDROLIZADO BOVINO TIPO II 15.700000 g ARGININA 1.350000 g L-TRIPTOFANO 0.062000 g ACIDO ASCORBICO 180.000000 mg CITRATO DE ZINC 29.300000 mg,ORAL,"Frasco de polietileno de alta densidad blanco x 1920, 900 y 450mL y sobres de PE/Al/papel x 30mL y 15mL",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3753,PROVERSAL S.R.L.,VITAMIN C 500 mg,ARNET PHARMACEUTICAL CORPORATION,TABLETA,TABLETA MASTICABLE,ESTADOS UNIDOS DE AMERICA,INMEDIATA,VITAMINA C 500.000000 mg,ORAL,Frasco PEAD blanco X 100 tabletas.,A16AX,Productos varios para el tracto alimentario y el metabolismo,A16,A16A
DE3754,BARSAND INTERNATIONAL S.A.C.,PROTEIN SABOR SANDIA .,"GLOBAL HEALTH PRODUCTS, INC",DOSIS,SOLUCION ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,COLAGENO HIDROLIZADO BOVINO TIPO II 15.700000 g ARGININA 1.350000 g L-TRIPTOFANO 0.062000 g,ORAL,"Frasco de polietileno de alta densidad blanco x 1920, 900 y 450mL. y sobres de PE/Al/papel x 30mL y 15mL.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE3755,OMNILIFE PERU S.A.C.,EGOMNI .,OMNILIFE MANUFACTURA S.A. DE C.V.,DOSIS 200.00 mL,SOLUCION ORAL,MEXICO,INMEDIATA,POR DOSIS 200.00 mL - TAURINA 100.000000 mg CAFEINA 35.000000 mg NIACINAMIDA 12.000000 mg PANTOTENATO DE CALCIO 0.011000 mg CLORHIDRATO DE PIRIDOXINA 0.003000 g VITAMINA B12 6.000000 MCG,ORAL,Frasco de polietileno tereftalato incoloro x 200 mL,A11JC,"Vitaminas, otras combinaciones",A11,A11J
DE3756,ABBOTT LABORATORIOS S.A.,OXEPA .,ABBOTT LABORATORIES B.V.,MILILITRO 100.00 mL,SUSPENSION GASTROENTERAL,PAISES BAJOS,INMEDIATA,POR MILILITRO 100.00 mL - MALTODEXTRINA 44.600000 Kg CASEINATO DE SODIO 65.300000 Kg HIERRO SUCROSA 52.300000 Kg ACEITE DE CANOLA 28.500000 Kg TRIGLICERIDOS DE CADENA MEDIA 22.400000 Kg ACEITE DE PESCADO GADUS MORHUA 17.900000 Kg ACEITE DE BORAGO OFFICINALIS (SEMILLA) 17.900000 Kg,GASTROENTERAL,"Frasco de polipropileno de 500mL translúcido con tapa con pico de copolímero de propileno/etileno, color violeta-semitranslúcido. Frasco aséptico de polietileno de alta densidad de 500mL translúcido con tapa convencional de polietileno de alta densidad color blanco. Frasco de polipropileno de 500mL translúcido con tapa convencional de polietileno de alta densidad color blanco. Frasco aséptico de polietileno de alta densidad de 500mL translúcido con tapa con pico de copolímero de propileno/etileno, color violeta-semitranslúcido.",V06DB,"Combinaciones de lípidos, carbohidratos, proteínas, minerales y vitaminas",V06,V06D
DE3757,PHARMAVIT S.A.C.,VITOTAL D .,VOVANTIS LABORATORIES PVT. LTD.,TABLETA,TABLETA EFERVESCENTE,INDIA,INMEDIATA,CARBONATO DE CALCIO 625.000000 mg COLECALCIFEROL 200.000000 UI,ORAL,CAJA DE CARTON X 16 TABLETAS EFERVESCENTES EN FOIL DE ALUMINIO,A11JB,Vitaminas con minerales,A11,A11J
DE3758,IMMUNOTEC PERU S.A.C.,MULTI + RESVERATROL .,VITAQUEST INTERNATIONAL LLC,DOSIS 2.00,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR DOSIS 2.00 - ACIDO ASCORBICO 125.000000 mg SELENIOMETIONINA 5.500000 mg QUELATO DE CROMO 0.700000 mg CHLORELLA PYRENOIDOSA EN POLVO 25.000000 mg CIANOCOBALAMINA 1.630000 mg COLECALCIFEROL 10.000000 MCG EXTRACTO DE POLYGONUM CUSPIDATUM (RIZOMA) 50.000000 mg DL-ALFA ACETATO DE TOCOFERILO 20.000000 mg BITARTRATO DE COLINA 40.540000 mg MONONITRATO DE TIAMINA 14.670000 mg RIBOFLAVINA 12.500000 mg D-PANTOTENATO DE CALCIO 15.630000 mg NIACINA 12.500000 mg CLORHIDRATO DE PIRIDOXINA 16.000000 mg BISGLICINATO DE ZINC 37.500000 mg INOSITOL 5.000000 mg CITRATO DE MANGANESO 12.500000 mg BISGLICINATO DE COBRE 10.000000 mg BETACAROTENO 4.129000 mg ACIDO FOLICO 2.400000 mg VITAMINA H 150.000000 MCG,ORAL,Frasco de PEAD conteniendo 60 cápsulas,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3759,MEDIFARMA S.A.,GASTROPLUS 200 mg,QUIMIFARMA 2007 SL,CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,LACTOBACILLUS REUTERI 200.000000 mg,ORAL,"Caja de cartón x 15, 30, 45, 60, 75, 90, 105, 120, 135, 150, 300, 450, 900, 1500, 3000, 4500 y 9000 cápsulas en blíster de PVC incoloro y aluminio",A07FA,Microorganismos antidiarreicos,A07,A07F
DE3760,ANDES NUTRITION S.A.C,VITAMIN E 400UI,WEIHAI BAIHE BIOLOGY TECHNOLOGICAL CO. LTD.,CAPSULA,CAPSULA BLANDA,CHINA,INMEDIATA,DL-ALFA ACETATO DE TOCOFEROL 420.000000 mg,ORAL,"Frasco de Polietileno tereftalato (PET ) color ámbar x 60, 90, 100, 120 y 180 cápsulas blandas.",A11HA03,Tocoferol (vit E),A11,A11H
DE3761,INTERSPORT PERU E.I.R.L.,INTRABLAST (NEW YORK PUNCH) .,NUTRABIO LABS. INC.,DOSIS,POLVO ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,L-LEUCINA 3.800000 g CLORHIDRATO DE L-HISTIDINA MONOHIDRATO 0.450000 g DL-FENILALANINA 0.300000 g FOSFATO DISODICO 0.157000 g MALATO DE MAGNESIO 0.140000 g DL-METIONINA 0.100000 g L-TRIPTOFANO 0.055000 g GLUTAMINA 5.000000 g BETAINA ANHIDRO 2.000000 g TAURINA 2.000000 g L-ISOLEUCINA 1.800000 g L-VALINA 1.800000 g ORNITINA ALFA-CETOGLUTARATO 1.000000 g MONOCLORHIDRATO DE LISINA 0.850000 g L-TREONINA 0.850000 g CITRATO DE FOSFATO DE CALCIO Y POTASIO 0.525000 g,ORAL,Frasco de politereftalato de etileno negro por 732g y 738 g con una cuchara dosificadora de polietileno de alta densidad negro,A16AA,Aminoácidos y derivados,A16,A16A
DE3762,INRETAIL PHARMA S.A.,MULTI STUDENTS .,AVANTI NUTRITIONAL LABORATORIES,VIAL,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,VITAMINA A 999.000000 MCG OXIDO DE ZINC 20.000000 mg QUELATO AMINOACIDO DE COBRE 0.600000 mg VITAMINA C 200.000000 mg SULFATO DE MAGNESIO ANHIDRO 5.000000 mg QUELATO AMINOACIDO DE CROMO 30.000000 MCG QUELATO DE MOLIBDENO 6.000000 mg FOSFATO DIBASICO DE POTASIO 31.400000 mg INOSITOL 30.000000 mg BIOFLAVONOIDES DE LIMON 25.000000 mg BITARTRATO DE COLINA 15.000000 mg ACIDO FOLICO 400.000000 MCG VITAMINA D3 10.000000 MCG VITAMINA E (TOCOFEROL) 45.000000 mg VITAMINA K 30.000000 MCG VITAMINA B1 6.000000 mg VITAMINA B2 6.000000 mg VITAMINA B3 20.000000 mg VITAMINA B6 50.000000 mg VITAMINA B12 12.000000 MCG VITAMINA B5 25.000000 mg BIOTINA 150.000000 MCG ASCORBATO DE CALCIO DIHIDRATO 100.000000 mg FUMARATO FERROSO 25.000000 mg POTASIO (CLORURO DE POTASIO-YODURO DE POTASIO) 150.000000 MCG OXIDO DE MAGNESIO 30.000000 mg,ORAL,"frasco PET ámbar x 30,60,90,100,120,150,180 Tabletas. Tapa Verde de polipropileno",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3763,MEGA LABS LATAM S.A.,CELUS C .,LABORATORIOS GARDEN HOUSE FARMACEUTICA S.A.,SOBRE 5.00 g,POLVO PARA SUSPENSION ORAL,CHILE,INMEDIATA,POR SOBRE 5.00 g - PEPTIDOS BIOACTIVO DE COLAGENO (VERISOL® P ) 2.500000 g ACIDO ASCORBICO 0.520000 g VITAMINA A 1.200000 mg VITAMINA C 120.000000 mg VITAMINA D3 12.000000 MCG VITAMINA E (TOCOFEROL) 120.000000 mg ACETATO DE ZINC ANHIDRO 24.000000 mg BIOTINA 180.000000 MCG SELENITO DE SODIO 84.000000 MCG,ORAL,Caja de cartulina x 30 sobres trilaminados de Papel/Aluminio/PEBD conteniendo 5 g de polvo para suspensión oral,A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3764,LAB NUTRITION CORP S.A.C.,"FOLATE 1,333 MCG DFE (800 MCG FOLIC ACID) 800 mcg","SOLGAR, INC.",TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,ACIDO FOLICO 8.000000 mg,ORAL,Frasco vidrio Tipo III ámbar con tapa dorada de acero conteniendo 250 tabletas,B03AD03,FERROSO SULFATO Y ACIDO FOLICIO,B03,B03A
DE3765,ANDES NUTRITION S.A.C,C-1000 WITH ROSE HIPS .,"VITAL HEALTH TECH, INC.",VIAL,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"VITAMINA C 1,000.000000 mg EXTRACTO DE ROSE HIPS 30.000000 mg",ORAL,"Frasco de PET ámbar x 60, 100, 120, 240 tabletas",A11JC,"Vitaminas, otras combinaciones",A11,A11J
DE3766,DIMPROKEL PERU S.A.C.,SUGARBEARHAIR® HAIR VITAMINS .,BETTERA BRANDS,GOMA,PASTILLA DE GOMA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"PALMITATO DE RETINOL 315.000000 MCG INOSITOL 20.000000 MCG ACIDO ASCORBICO 10.000000 mg ERGOCALCIFEROL 10.000000 MCG DL-ALFA ACETATO DE TOCOFERILO 3.700000 mg CLORHIDRATO DE PIRIDOXINA 1.000000 mg ACIDO FOLICO 130.000000 MCG CIANOCOBALAMINA 3.000000 MCG BIOTINA 2,250.000000 MCG ACIDO PANTOTENICO 2.600000 mg POTASIO (CLORURO DE POTASIO-YODURO DE POTASIO) 21.000000 MCG CITRATO DE ZINC 1.350000 mg",ORAL,Frasco de PET incoloro por 60 pastillas de goma. Frasco de PET incoloro con tapa rosca color blanco de polietileno de alta densidad conteniendo 74 pastillas de goma.,A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3767,DIMPROKEL PERU S.A.C.,SUGARBEAR® WOMENS MULTI .,"BETTERA BRANDS, LLC",GOMA,PASTILLA DE GOMA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,ACIDO ASCORBICO 10.000000 mg L-GLUTATION 15.000000 mg ACIDO FOLICO 30.000000 MCG ERGOCALCIFEROL 25.000000 MCG DL-ALFA ACETATO DE TOCOFERILO 2.250000 MCG RIBOFLAVINA 0.200000 mg CLORHIDRATO DE PIRIDOXINA 1.000000 mg VITAMINA B12 4.000000 MCG BIOTINA 90.000000 MCG CITRATO DE ZINC 1.500000 mg ACIDOS GRASOS OMEGA-3 0.500000 mg ACIDO PANTOTENICO 1.000000 mg GLICINA 20.000000 mg ACIDO GLUTAMICO 15.000000 mg,ORAL,frasco de PET incoloro por 60 pastillas de goma,A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3768,VERSUS PERU S.A.C.,METAPURE ZERO CARB BELGIAN CHOCOLATE .,MEDIX LABORATOIRES NV,DOSIS 30.00 g,POLVO PARA SOLUCION ORAL,BELGICA,INMEDIATA,POR DOSIS 30.00 g - AISLADO DE PROTEINA DE SUERO DE LECHE 26.652000 g,ORAL,"frasco de PEAD o PET negro por 480, 908, 1000 y 2000g con o sin cuchara dosificadora. Bolsa de PEBD/Aluminio/Poliester negro por 30g.",V03A,TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03,V03A
DE3769,HEALTHY GREEN WORLD PERU LIMITED COMPANY SOCIEDAD ANONIMA CERRADA,LECITHIN 1200 mg,"NANJING BAOSHENGYUAN FOOD CO., LTD.",CAPSULA,CAPSULA BLANDA,CHINA,INMEDIATA,"LECITINA DE SOJA 1,255.200000 mg",ORAL,"frasco PEAD blanco x 30, 60, 90, 100, 120, 150 y 180 cápsulas blandas.",C10AX,Otros agentes reductores del colesterol y los triglicéridos,C10,C10A
DE3770,QUALIS PHARMA S.A.C.,ACTIV C 1000 1000 mg,"CRIUS LIFESCIENCES PVT. LTD.,",TABLETA,TABLETA EFERVESCENTE,INDIA,INMEDIATA,"VITAMINA C 1,000.000000 mg",ORAL,"Caja de cartón con 1, 5, 10, 20, 50, 90 y 100 tubos de polietileno de alta densidad blanco conteniendo 10, 20 o 30 tabletas efervescentes cada tubo",A11GA01,Ácido ascórbico (vit C),A11,A11G
DE3771,FARMACEUTICA CONTINENTAL E.I.R.L.,GLUCOSAMINE CHONDROITIN COMPLEX .,NATURE´S BOUNTY,CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,CLORHIDRATO DE GLUCOSAMINA 334.000000 mg METILSULFONIL METANO 202.500000 mg SULFATO DE MANGANESO 3.391000 mg VITAMINA C 30.000000 mg CONDROITINA SULFATO DE SODIO 13.500000 mg,ORAL,Frasco de PET verde x 110 Cápsulas.,A11JC,"Vitaminas, otras combinaciones",A11,A11J
DE3772,LAB NUTRITION CORP S.A.C.,MAGNESIUM WITH VITAMIN B6 133.333 mg + 8.333 mg,"SOLGAR, INC.",TABLETA,TABLETA RECUBIERTA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,OXIDO DE MAGNESIO 255.919000 mg VITAMINA B6 8.333300 mg,ORAL,Frasco de vidrio Tipo III ámbar con tapa de acero dorada conteniendo 100 tabletas recubiertas.,A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3773,ANDES NUTRITION S.A.C,B-12 QUICK MELT (WINDMILL) 1000 mcg,"VITAL HEALTH TECH, INC.",VIAL,TABLETA SUBLINGUAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"VITAMINA B12 1,000.000000 MCG",ORAL,"Frasco de PET de color ámbar x 30, 60, 90, 100, 150, 200 tabletas sublinguales",A11BA,Multivitamínicos solos,A11,A11B
DE3774,ANDES NUTRITION S.A.C,GLUCOSAMINE WITH CHONDROITIN & MSM (WINDMILL) .,"VITAL HEALTH TECH, INC.",VIAL,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,COLECALCIFEROL 0.250000 mg CARBONATO DE CALCIO 149.835000 mg CLORHIDRATO DE GLUCOSAMINA 750.000000 mg METILSULFONIL METANO 375.000000 mg CONDROITINA SULFATO DE SODIO 100.000000 mg ACIDO HIALURONICO 2.000000 mg,ORAL,Frasco de PET ámbar x 60; 100; 120 tabletas,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3775,ANDES NUTRITION S.A.C,GLUCOSAMINE & CHONDROITIN SULFATE (GLUCOFLEX) .,"VITAL HEALTH TECH, INC.",TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,CLORHIDRATO DE GLUCOSAMINA 750.000000 mg SULFATO DE CONDROITINA 600.000000 mg,ORAL,"Frasco PET blanco con 60, 100, 120, 180, 240 Tabletas",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3776,ANDES NUTRITION S.A.C,C-500 NATURAL SOURCE 500 mg,"VITAL HEALTH TECH, INC.",TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,ACIDO ASCORBICO 500.000000 mg,ORAL,"Frasco de PET ámbar x 90, 100, 120, 200, 240, 250 tabletas",A11BA,Multivitamínicos solos,A11,A11B
DE3777,ANDES NUTRITION S.A.C,CAL-MAG-ZINC .,"VITAL HEALTH TECH, INC.",TABLETA,TABLETA RECUBIERTA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"CARBONATO DE CALCIO 1,388.889000 mg OXIDO DE MAGNESIO 431.034000 mg CITRATO DE ZINC 39.099000 mg",ORAL,"Frasco de POLI(TEREFTALATO DE ETILENO) color ámbar x 10, 20, 30, 60, 90, 100, 150, 200, 300 tabletas recubiertas.",A12AA04,Carbonato de calcio,A12,A12A
DE3778,ANDES NUTRITION S.A.C,LIQUID CARNITINE 3000 ORANGE MANGO 1500 mg,"DRYBEV, INC.",DOSIS 15.00 mL,SOLUCION ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"POR DOSIS 15.00 mL - L-CARNITINA 1,500.000000 mg",ORAL,"Frasco de polietileno de alta densidad color negro x 10, 15, 30, 50, 60, 100, 105, 150, 200, 210, 473, 480, 500, 600, 946, 1000 ml",A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3781,FAM CARE LABS S.A.C.,IMMUNO .,"MANUFACTURAS SERVIPLAST, S.A.",CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,BETA GLUCANO 250.000000 mg COLECALCIFEROL 1.500000 mg CLORHIDRATO DE PIRIDOXINA 1.061000 mg GLUCONATO DE ZINC 60.000000 mg,ORAL,"caja de cartón conteniendo 15, 30 y 60 cápsulas en blíster de PVC/PVDC incoloro - aluminio plateado",A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3782,FAM CARE LABS S.A.C.,IMMUNO KIDS .,"MANUFACTURAS SERVIPLAST, S.A.",VIAL,POLVO ORAL,ESPAÑA,INMEDIATA,BETA GLUCANO 100.000000 mg COLECALCIFEROL 0.600000 mg CLORHIDRATO DE PIRIDOXINA 0.420000 mg GLUCONATO DE ZINC 24.000000 mg,ORAL,caja de cartón x 30 sobres de PEBD/ALU/PP plateado,A11AB,Otras combinaciones de multivitaminas,A11,A11A
DE3783,VERSUS PERU S.A.C.,PRIME WHEY BELGIAN CHOCOLATE BROWNIE .,MEDIX LABORATOIRES NV,DOSIS 30.00 g,POLVO PARA SOLUCION ORAL,BELGICA,INMEDIATA,POR DOSIS 30.00 g - CONCENTRADO DE PROTEINA DE SUERO DE LECHE 26.184000 g AISLADO DE PROTEINA DE SUERO DE LECHE 0.300000 g,ORAL,"frasco de PEAD o PET negro por 480, 908, 1000 y 2000 g con o sin cuchara dosificadora de PP blanco o incoloro. Bolsa de PEBD/ALU/Poliester negro por 30g",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3784,VERSUS PERU S.A.C.,LIGHT DIGEST WHEY PROTEIN WHITE CHOCOLATE .,MEDIX LABORATOIRES NV,DOSIS 20.00 g,POLVO PARA SOLUCION ORAL,BELGICA,INMEDIATA,POR DOSIS 20.00 g - CONCENTRADO DE PROTEINA DE SUERO DE LECHE 18.436000 g AISLADO DE PROTEINA DE SUERO DE LECHE 0.200000 g INULINA 0.620000 g,ORAL,frasco de PEAD o PET blanco por 500 y 1000g con o sin cuchara dosificadora de polipropileno blanco o incoloro. Bolsa de PEBD/ALU/Poliester blanco por 40 y 500g con o sin cuchara dosificadora de polipropileno blanco o incoloro.,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE3785,VERSUS PERU S.A.C.,VEGAN PROTEIN VANILLA MACAROON .,MEDIX LABORATOIRES NV,DOSIS 20.00 g,POLVO PARA SOLUCION ORAL,BELGICA,INMEDIATA,POR DOSIS 20.00 g - AISLADO DE PROTEINA DE ARVERJA 12.794000 g PROTEINA DE ARROZ 5.484000 g,ORAL,frasco de PEAD o PET blanco por 500 y 1000g con o sin cuchara dosificadora de polipropileno blanco o incoloro. Bolsa de PEBD/ALU/Poliester blanco por 20 y 500g con o sin cuchara dosificadora de polipropileno blanco o incoloro.,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
